"Date","PrevHoldings","PrevHoldings_Pct","PrevCash","TodayClosingHoldings","TodayClosingCash"
"2024-11-28","31148383.63","3.11","0.00","30985991.18","0.00"
"2024-11-29","30748834.43","3.07","0.00","31155290.47","0.00"
"2024-12-02","30986052.60","3.10","0.00","31672948.17","0.00"
"2024-12-03","31154045.49","3.12","0.00","31901299.29","0.00"
"2024-12-04","31673160.57","3.17","0.00","31890921.97","0.00"
"2024-12-05","31901236.55","3.19","0.00","31875714.95","0.00"
"2024-12-06","31891634.95","3.19","0.00","31776105.24","0.00"
"2024-12-09","31876413.27","3.19","0.00","31611013.32","0.00"
"2024-12-10","31776735.72","3.18","0.00","31072131.62","0.00"
"2024-12-11","31611625.26","3.16","0.00","31078354.84","0.00"
"2024-12-12","31071643.74","3.11","0.00","30641247.47","0.00"
"2024-12-13","31077003.47","3.11","0.00","30289522.12","0.00"
"2024-12-16","30639896.86","3.06","0.00","30177543.43","0.00"
"2024-12-17","30289933.79","3.03","0.00","30314044.42","0.00"
"2024-12-18","30178172.32","3.02","0.00","30018952.09","0.00"
"2024-12-19","30313949.00","3.03","0.00","29590205.74","0.00"
"2024-12-20","30019023.23","3.00","0.00","29927081.63","0.00"
"2024-12-23","29590108.35","2.96","0.00","29987517.81","0.00"
"2024-12-24","29927324.11","2.99","0.00","30177508.51","0.00"
"2024-12-25","29987383.40","3.00","0.00","30139776.64","0.00"
"2024-12-26","30177122.79","3.02","0.00","30286144.78","0.00"
"2024-12-27","30139266.64","3.01","0.00","30089597.18","0.00"
"2024-12-30","30285657.75","3.03","0.00","30033833.16","0.00"
"2024-12-31","30089543.99","3.01","0.00","30033493.93","0.00"
"2025-01-01","30033493.93","3.00","0.00","29909779.52","0.00"
"2025-01-02","30033600.07","3.00","0.00","29759787.61","0.00"
"2025-01-03","29908835.11","2.99","0.00","30281469.02","0.00"
"2025-01-06","29760238.67","2.98","0.00","30279184.44","0.00"
"2025-01-07","30281063.47","3.03","0.00","30321915.59","0.00"
"2025-01-08","30279037.13","3.03","0.00","29468708.35","0.00"
"2025-01-09","30321718.60","3.03","0.00","29281723.49","0.00"
"2025-01-10","29468768.37","2.95","0.00","28456198.32","0.00"
"2025-01-13","29282194.67","2.93","0.00","28901575.41","0.00"
"2025-01-14","28456852.51","2.85","0.00","28645600.08","0.00"
"2025-01-15","28901542.03","2.89","0.00","29079842.02","0.00"
"2025-01-16","28646854.51","2.86","0.00","29250018.51","0.00"
"2025-01-17","29080159.02","2.91","0.00","29789861.25","0.00"
"2025-01-20","29249918.07","2.92","0.00","29707864.16","0.00"
"2025-01-21","29789683.85","2.98","0.00","30092174.29","0.00"
"2025-01-22","29707295.83","2.97","0.00","30091115.10","0.00"
"2025-01-23","30091115.10","3.01","0.00","30091124.40","0.00"
"2025-01-24","30091124.40","3.01","0.00","30090154.68","0.00"
"2025-01-27","30090154.68","3.01","0.00","30090193.11","0.00"
"2025-01-28","30090193.11","3.01","0.00","30091185.77","0.00"
"2025-01-29","30091185.77","3.01","0.00","30091910.43","0.00"
"2025-01-30","30091910.43","3.01","0.00","30092731.57","0.00"
"2025-01-31","30092731.57","3.01","0.00","29122128.06","0.00"
"2025-02-03","30091135.06","3.01","0.00","29053888.63","0.00"
"2025-02-04","29121391.04","2.91","0.00","29525473.21","0.00"
"2025-02-05","29055043.35","2.91","0.00","29763584.93","0.00"
"2025-02-06","29525102.81","2.95","0.00","29873975.86","0.00"
"2025-02-07","29763495.98","2.98","0.00","29689716.22","0.00"
"2025-02-10","29874339.74","2.99","0.00","29818360.48","0.00"
"2025-02-11","29689268.45","2.97","0.00","29908465.59","0.00"
"2025-02-12","29818247.33","2.98","0.00","30623517.67","0.00"
"2025-02-13","29908088.81","2.99","0.00","30661995.25","0.00"
"2025-02-14","30623167.47","3.06","0.00","31037081.39","0.00"
"2025-02-17","30663181.17","3.07","0.00","30956713.77","0.00"
"2025-02-18","31036756.78","3.10","0.00","31417744.33","0.00"
"2025-02-19","30956995.91","3.10","0.00","31317018.99","0.00"
"2025-02-20","31416671.27","3.14","0.00","31552530.07","0.00"
"2025-02-21","31317042.15","3.13","0.00","31472273.27","0.00"
"2025-02-24","31552521.75","3.16","0.00","31476433.43","0.00"
"2025-02-25","31472808.59","3.15","0.00","31656424.05","0.00"
"2025-02-26","31475927.78","3.15","0.00","31461342.42","0.00"
"2025-02-27","31657530.49","3.17","0.00","31462115.23","0.00"
"2025-02-28","31462115.23","3.15","0.00","30888373.27","0.00"
"2025-03-03","31462091.08","3.15","0.00","31398118.20","0.00"
"2025-03-04","30886888.06","3.09","0.00","32029616.66","0.00"
"2025-03-05","31397129.19","3.14","0.00","31987841.56","0.00"
"2025-03-06","32029544.48","3.20","0.00","31653690.30","0.00"
"2025-03-07","31987178.72","3.20","0.00","31457542.25","0.00"
"2025-03-10","31653480.85","3.17","0.00","31059703.16","0.00"
"2025-03-11","31456719.48","3.15","0.00","31412410.52","0.00"
"2025-03-12","31060645.79","3.11","0.00","31098296.58","0.00"
"2025-03-13","31412680.13","3.14","0.00","31571412.43","0.00"
"2025-03-14","31098571.37","3.11","0.00","31733816.92","0.00"
"2025-03-17","31571283.65","3.16","0.00","31733816.92","0.00"
